word,language,
ஜேக்கப்,0,
ஜேசன்,0,
ஜேனட்,0,
ஜேன்,0,
ஜேமி,0,
ஜேம்ஸ்,0,
ஜேர்மனியர்கள்,0,
ஜோ,0,
ஜோசப்,0,
ஜோடி,0,
ஜோன்,0,
ஜோன்ஸ்,0,
ஜோயி,0,
ஜோர்ஜியா,0,
ஜோர்டான்,0,
ஜோஷ்,0,
ஜொள்ளு,0,
ஜோடி,0,
டஜன்,0,
என்கையாலே,1,
அவ்வாசியறியுமவராகையாலே ,1,
பயசங்கையாலே  ,1,
நிர்வாஹகனாகையாலே,1,
கொடுத்துவிடுகையாலே,1,
கலக்கையாலே,1,
வ்ருத்தியாலே ,1,
நிற்கையாலே ,1,
நேர்நில்லாமையாலே ,1,
மாலையாலே ,1,
வழங்குகையாலே,1,
வகையாலே ,1,
வடிவாகையாலே ,1,
கொள்ளுமதாகையாலே,1,
ஈரக்கையாலே ,1,
விசதமாயிருக்கையாலே ,1,
வாசகமென்கிற,1,
போகிறோமென்கிற,1,
ஜகத்காரணமென்கிற,1,
ஆடுமென்கிற,1,
அஹங்காரமென்கிற,1,
தேடிப்போகவேணுமோ,1,
சொல்லவேணுமோ,1,
நசையறாதபடியாலே,1,
ஆகையாலே,1,
இராமையாலே,1,
திவ்யசக்ஷுர்,0,
முமுக்ஷுக்களும்,0,
முக்ஷுக்கள்,0,
க்ஷுத்,0,
சக்ஷுராதிகரணங்கள்,0,
அதிக்ஷுத்ரனாய்,0,
க்ஷுத்ரோபகரணனாயிருந்தான்,0,
க்ஷுத்ரனான,0,
சக்ஷுராதி,0,
க்ஷுத்ரமநுஷ்ய,0,
க்ஷுத்ரரான,0,
க்ஷுத்ரனான,0,
க்ஷுத்ரோப,0,
சக்ஷுரபிவீக்ஷதே,0,
க்ஷுத்ர,0,
க்ஷுத்,0,
திவ்யசக்ஷுஸ்ஸைக்,0,
சக்ஷுஷா,0,
சக்ஷுஷா,0,
திவ்யசக்ஷுர்,0,
முமுக்ஷுக்களும்,0,
சக்ஷுராதிகரணங்கள்,0,
க்ஷுத்ரோபகரணனாயிருந்தான்,0,
க்ஷுத்ரனான,0,
சக்ஷுராதி,0,
க்ஷுத்ரமநுஷ்,0,
சக்ஷுரபிவீக்ஷதே,0,
ஸ்ரீகௌஸ்து ,0,
மநுஷ்யாநந்தம்,0,
ப்ரஹ்மாநந்,0,
உத்ப்ரேக்ஷித்து,0,
ஸமஸ்தவஸ்துகதமான ,0,
ஸர்வப்ரகாரத்தாலு,0,
ஸந்நிதியில் ,0,
நக்ஷத்ராதிகளை,0,
ஸர்ஷபாதிகள்,0,
வாங்மநஸ்ஸுக்களால்,0,
ஸர்வேக்ஷயாந்தா,0,
ஜீவிதம்,0,
ஹித்யத்தை,0,
ப்ரயோஜநமாயிருராதே,0,
குணஸமூஹத்தை,0,
ஆநந்தாவஹமான,0,
அஸ்தி,0,
ப்ரயோஜநத்துக்கு,0,
அநுஸந்திப்பது,0,
குணஸமூஹத்தை,0,
ஆநந்தாவஹமான,0,
ஸ்வரூபாநு,0,
வர்ஷாயுதை,0,
மஹாந்,0,
பஹவோ,0,
 ந்ருப,0,
புத்ரஸ்ய ,0,
ஸந்தி ,0,
ஸ்வாபாவிகாநவதிகாதிசய ,0,
அஸங்க்யேய,0,
ஸ்வரூப,0,
அஸ்வரூபத்தை,0,
வைலக்ஷண்யத்,0,
ஸைந்தவகந,0,
குணவிசிஷ்டமான,0,
வைலக்ஷ்ணயத்தைச்,0,
ஜ்ஞாநாநுதயம்,0,
ஜ்ஞாநம்,0,
விபரீதஜ்ஞாநம்,0,
வாஸநையோடே,0,
ஜ்ஞாநாநுதயமாவது,0,
அந்யதாஜ்ஞாநமாவது,0,
சேஷ,0,
விபரீதஜ்ஞா,0,
ஸ்வபோ,0,
ஜ்ஞாநம்,0,
மயர்வற,0,
அஜ்ஞாநத்தை,0,
ஜ்ஞாநபக்திகளிரண்டையும்,0,
கர்மஜ்ஞாநாநுக்ருஹீதையான,0,
ஸ்தாநத்திலே,0,
ப்ரஸாதமாய்,0,
பூர்வக்ஷண,0,
ப்ரபந்நரோ,0,
பக்திநிஷ்டரோ,0,
ப்ரபந்நர்,0,
நிர்ஹேதுகமாக,0,
விஷயீகார,0,
அஸத்கல்,0,
ப்ரஸாதாந்மஹிமாநமீஸம்,0,
ஹேது,0,
ஸத்தையின்,0,
விஸ்ம்ருதி,0,
ப்ரத்வம்ஸாபாவ,0,
ஸீதா ,0,
த்வயா ,0,
ஹீநா ,0,
சாஹமபி ,0,
த்ரிபாத்விபூதி,0,
பரமஸாம்,0,
ஸ்ரீகௌஸ்து,0,
சேஷியென்றறியு,0,
ஸ்வாமி,0,
விக்ரஹவைலக்ஷண்யம்,0,
ஸமஸ்த,0,
ஸ்வபாவமான,0,
ஸகலாத்மாக்களுடை,0,
வ்யஸநேஷு,0,
ப்ருசம்,0,
ஜோரூபமான,0,
விக்ரஹத்தைச்,0,
சேஷபூதன்,0,
சேஷி,0,
ஸ்தநந்தயப்ரஜை,0,
நித்யஸம்ஸாரியாய்,0,
ஸ்வரூபாநுரூபாமான,0,
அஸநேவ,0,
ஸந்தமேநம்,0,
உஜ்ஜீவிக்கப்,0,
ஸங்கோசம்,0,
உஜ்ஜீவி,0,
உத்கர்ஷ,0,
ஸம்பந்தத்தை,0,
பந்தமோக்ஷயோ,0,
பந்தஹேதுவாய்,0,
ஸம்பந்தத்தை,0,
நிரபேக்ஷேமாக,0,
யோஜிக்கவுமாம்,0,
புரஸ்தாதத,0,
ப்ருஷ்டதஸ்தே,0,
மயர்வற,0,
ஸ்ம்ருதி,0,
மயர்வற,0,
நிரஸ்தர்,0,
விக்ரஹமில்லை,0,
ஸ்வபக்ஷத்தை ,0,
ஸ்தாபிக்கவே ,0,
பரபக்ஷம் ,0,
நிரஸ்தமாமிறே,0,
நிரஸ்தராவர்களிறே,0,
ப்ராப்யவேஷம்,0,
ஸாதநமென்றது,0,
பரிஸுத்தாந்த,0,
ப்ரஸ்துதமான,0,
மஸ்வரூபம் ,0,
ஹேய ,0,
ப்ரத்ய,0,
விலக்ஷணமாயிருக்கு,0,
ஜீவாத்ம,0,
ஸ்வரூபம்,0,
விலக்ஷணம்,0,
வைலக்ஷண்யத்தை,0,
மநஸ்ஸுக்கு,0,
மநஸ்ஸிலே,0,
விஷயமாயு,0,
க்ரோதச்ச,0,
ஹர்ஷமாநமதா,0,
விஷாதச்சாஷ்டம,0,
மநஸோ,0,
ஆத்மஸ்வரூபமும்,0,
ஜ்ஞாநமும்,0,
ஸ்வரூபகதமுமல்ல,0,
ஜ்ஞாநகதமுமல்ல,0,
தர்மபூதஜ்ஞாநத்துக்கு ,0,
உதயாஸ்தமயவ்யவஹாரம்,0,
ஜ்ஞாந ,0,
ப்ரஸ்ருதி ,0,
ஜ்ஞாந ,0,
ப்ரஸ்ருதி ,0,
த்வாரமான ,0,
மநஸ்ஸைப்,0,
தோஷமானது,0,
யோகசாஸ்த்ரத்தில்,0,
பாஹ்யவிஷய,0,
க்ரமத்தாலே ,0,
அநுஸந்திக்கப்,0,
விகஸிதமாய்,0,
மாநஸஜ்ஞாநம்,0,
விகஸிதமாய்க்,0,
மாநஸஜ்ஞாந,0,
மாநஸஜ்ஞாநகம்யமா,0,
ஜீவாத்மஸ்வரூபம்,0,
ஸ்வரூபம்,0,
க்ராஹ்யத்வமும்,0,
வைஷம்யமுண்டா,0,
க்ரஹிக்கைக்கு ,0,
ஸாமக்ரி,0,
ஸாம்யமுமில்லை,0,
மநஸா,0,
க்ரஹிக்கலா,0,
க்ரஹிக்குமத்தனை,0,
க்ரஹிக்கப்,0,
ஜ்ஞாநவிஷயம்,0,
வ்யத்தை ,0,
க்ரஹிக்குமாபோலே,0,
சக்ஷுராதிகரணங்கள்,0,
ப்ருதிவீ,0,
ஜீவாத்ம,0,
ஸ்வரூபத்தில் ,0,
விலக்ஷணனென்றதும்,0,
ஜாத்யந்தன் ,0,
தர்ஸநம்,0,
விலக்ஷணனென்றவோபாதி ,0,
சித்விலக்ஷணனென்றதுவும்,0,
உபயவிலக்ஷணனாயிருக்கு,0,
வக்ஷ்யமாணத்தை,0,
ஜ்ஞாநம்,0,
ஜ்ஞாநமுமாய்,0,
ஸ்வரூபத்தில்,0,
ஜ்ஞாநவிசேஷமாகையாலே,0,
ஜ்ஞாநத்தையும்,0,
ஸைந்தவகந,0,
ஸர்வரஸத்துக்கும் ,0,
உபலக்ஷணம்,0,
ஸர்வகந்தத்துக்கும் ,0,
உபலக்ஷணம்,0,
ரஸத்தை,0,
அல்பாஸ்திரத்வாதி,0,
தோஷங்களை,0,
ஸ்திரமாக்கிச்,0,
ஜ்ஞாநமுமாய்,0,
ஜ்ஞாநமேயாகிலும்,0,
வ்யவஹரிக்கக்,0,
தர்ஸநத்துக்கு,0,
விலக்ஷணம்,0,
ஸாதர்ம்ய ,0,
த்ருஷ்டாந்தம்,0,
த்ருஷ்டாந்த,0,
பரேஷு ,0,
மஹௌஜஸ,0,
மலிம்லுசா ,0,
யஸ்யாத்மா,0,
ஜீவாத்மாவை,0,
தத்ஸமச்சாப்யதிகச்ச,0,
விக்ரஹ ,0,
வைலக்ஷண்யத்தையும்,0,
விலக்ஷணமுமாய்,0,
ரஹிதமுமாய்,0,
நோபஜநம் ,0,
ஸ்மரந்நிதம்,0,
மயர்வற,0,
மஹிஷிகளும்,0,
லீலாரஸம்,0,
ஸர்வேச்வரனும்,0,
லீலாரஸ,0,
மஹாமேருவிருக்கிறதாகவும்,0,
ஸர்வாதிகனது,0,
த்ருச்யதே ,0,
ச்ரூயதேபி,0,
தத்ஸ்ருஷ்ட்வா,0,
அநுப்ரவேஸித்து,0,
ப்ரவிஷ்டச்,0,
சாஸ்தா ,0,
ஜநாநாம் ,0,
ஸர்வாத்மா,0,
ஸர்வாந்தராத்மாவாய்,0,
ஸர்வாத்மாவாய்,0,
ஸுகித்வ,0,
ஸ்பர்சிக்கும்ப,0,
ஸுபர்ணா,0,
ஸயுஜா ,0,
ஸகாயா ,0,
வ்ருக்ஷம் ,0,
பரிஷஸ்வஜாதே,0,
ஸ்வாத்வத்த்யநச்நந்நந்யோ,0,
வஸ்துக்கள்,0,
விசிஷ்ட ,0,
ஸ்வரூபத்தை,0,
மயர்வறமதிநல,0,
ஜ்ஞாநமாத்ரம்,0,
ஸ்யாச்சித்தமோஹோயம்,0,
ப்ரமஸ்வப்நாதிகளோ,0,
ஈச்வரோஹம்,0,
அஹமென்றால்,0,
தேஹத்தளவிலேயாம்,0,
ப்ராப்தாஸ்ஸ்ம,0,
பரத்வாஜோ,0,
ராஜந்,0,
ஸம்போதிக்கும்ப,0,
ஸ்ரீபரத்வாஜபகவான்,0,
துஷ்டோ ,0,
வ்ரஜஸி,0,
கதமாஸீத் ,0,
ஸமாகம,0,
ராமஸுக்ரீவயோரைக்யம்,0,
ஸம்ஜாயத,0,
மஹாராஜரும்,0,
ஸந்நிஹிதமென்ன,0,
தூரஸ்தமென்ன,0,
ஸ்த்ரீலிங்க ,0,
நிர்திஷ்ட ,0,
வஸ்துக்களை,0,
பாஹுமந்தவ்யரை,0,
நபும்ஸகலிங்க,0,
நிர்திஷ்ட,0,
வஸ்துக்களை,0,
பாஹுமந்தவ்யரை,0,
நபும்ஸகலிங்க ,0,
நிர்திஷ்ட,0,
ஜீவனும்,0,
ஜீவாந்தர்யாமியான ,0,
இஸ்ஸங்காதம்,0,
த்வமஸி,0,
விக்ரஹ ,0,
வைலக்ஷண்யத்தையும்,0,
வைலக்ஷண்யத்தையும்,0,
விசிஷ்ட ,0,
வேஷத்தை,0,
அசிஜ்ஜீவ,0,
ஸாமாநாதி,0,
ஸ்த்ரீபுந்நபும்ஸக,0,
விலக்ஷணாவிலக்ஷண,0,
பவிஷ்யத்வர்த்தமாந,0,
விசேஷங்களாலும் ,0,
ஸகல,0,
ஸங்க்ரஹித்து,0,
ஸ்வரூபம்,0,
ஜ்ஞாந,0,
ரஜோ ,0,
ஸத்வத்தை,0,
ஜ்ஞாநமும்,0,
ப்ரஜையை,0,
ஸ்வகோஷ்டீ,0,
ப்ரஸித்தியாலே,0,
அஞ்ஜலி ,0,
ஸாத்யவஸ்து,0,
வாஸநை,0,
க்ஷிப்ரம்,0,
தேவப்ரஸாதிநீ,0,
ஹி,0,
பச்யாம்யஹம்,0,
க்ஷமம்,0,
அந்தரேணாஞ்ஜலிம்,0,
லக்ஷ்மணஸ்ய ,0,
ப்ரஸாதநா,0,
ஜ்யாகோஷத்தை,0,
மஹாராஜர்,0,
ஓரஞ்ஜலி,0,
வாஸனையாலே,0,
விஷயமிருப்பது,0,
ஸ்வாமியானவர்,0,
விச்வஸ்ய,0,
ஸர்வேச்வரன்,0,
ஸர்வேச்வரன்,0,
வ்யக்தியிலே,0,
பர்யவஸித்து,0,
அபர்யவஸாநவ்ருத்த்யா,0,
பிங்காக்ஷ்யா ,0,
ஸோமம்,0,
வஸ்து,0,
வஸ்துக்களினுடைய ,0,
ஸ்வரூபமும்,0,
ஸாமாநாதிகரண்யம் ,0,
ஸித்தியாது,0,
ப்ருதக்ஸ்திதியாத,0,
ஸ்வர்க்கத்தினின்றும்,0,
ஸ்வபாவத்தையுடையவரென்று,0,
வ்ருஷல,0,
விவாஹ,0,
ஸ்வபாவத்தையுடையவரென்று,0,
அபௌருஷேயமன,0,
ஸுத்ருட,0,
ஆகாசஸ்ஸம்பூத,0,
விகாஸமேயாகையால்,0,
ஜாதி,0,
சேஷியாயிரும்,0,
அபௌருஷேயமாய்,0,
நிர்தோஷமாய்,0,
ப்ரத்யக்ஷாதி,0,
ஹேத்வந்தரத்தாற்,0,
சுத்திகுணவிசிஷ்டன்,0,
ஹேத்வந்தரத்தாற்,0,
ஸித்தியென்னுமிடத்தை,0,
நஸிப்பித்து,0,
ஸித்திக்கு,0,
ஸித்தமான,0,
